age,gender,security_no,region_category,membership_category,joining_date,joined_through_referral,referral_id,preferred_offer_types,medium_of_operation,internet_option,last_visit_time,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score
52,F,MVPVHC0,City,0,09-10-2016,0,xxxxxxxx,Without Offers,?,Fiber_Optic,0:11:39,15,45.45,47218.23,29,632.14,0,Yes,0,1,2,1
54,F,NH8E90F,Town,3,11-11-2016,1,CID17485,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,13:20:56,2,67.48,47619.23,10,754.69,0,Yes,0,1,0,0
12,M,QEGEKY2,Town,2,23-04-2015,1,CID17794,Credit/Debit Card Offers,Smartphone,Wi-Fi,5:27:10,2,226.47,27477.44,16,748.61,1,No,0,1,2,0
49,F,QNROU0L,,3,05-01-2015,1,CID37424,Credit/Debit Card Offers,Smartphone,Fiber_Optic,20:54:58,9,714.55,10779.16,23,734.08,1,No,0,1,2,0
23,M,RI50KRT,Town,5,03-02-2017,0,xxxxxxxx,Without Offers,Desktop,Wi-Fi,20:24:42,16,125.89,77291.02,1,1085.770601,1,No,1,2,0,0
62,F,Q951RKD,Village,0,10-04-2017,1,CID39249,Credit/Debit Card Offers,Smartphone,Mobile_Data,23:20:07,17,112.9,20038.77,12,274.3235842,0,Yes,0,1,2,1
45,M,DEUIPM7,,2,13-09-2017,0,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,18:54:56,19,105.91,46063.59,6,761.41,1,No,1,0,2,0
17,F,79PGHF5,,2,13-12-2015,1,CID34082,Without Offers,Smartphone,Wi-Fi,11:52:48,9,154.43,11333.18,18,740.91,1,No,0,1,2,0
28,M,PL95KDY,City,4,24-07-2017,1,CID50972,Without Offers,Smartphone,Wi-Fi,15:28:01,16,43.58,23397.98,8,759.48,1,No,0,1,2,0
61,F,NRO2XPN,Town,0,26-01-2017,1,CID35547,Gift Vouchers/Coupons,Desktop,Wi-Fi,7:31:27,20,100.33,34614.42,15,642.93,0,Yes,1,3,1,1
37,M,YYBYDH2,Town,2,29-08-2016,1,CID44775,Without Offers,Smartphone,Wi-Fi,2:16:31,7,43.78,17353.48,21,282.3638793,1,No,0,1,2,1
48,M,W2VQNLG,,0,20-01-2015,0,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,7:38:43,13,188.21,7375.39,16,664.98,0,Yes,0,1,1,1
50,F,DCNUISZ,Town,2,01-02-2015,1,CID9360,Gift Vouchers/Coupons,?,Fiber_Optic,14:10:05,11,145.59,13518.27,12,740.22,1,No,0,1,2,0
20,F,L64C7SR,Town,3,02-11-2015,1,CID30127,Credit/Debit Card Offers,Desktop,Wi-Fi,7:30:43,14,233.72,15596.42,14,780.92,1,No,0,1,2,0
27,F,UR4QMPI,Village,0,17-07-2015,1,CID63189,Credit/Debit Card Offers,Desktop,Mobile_Data,10:58:35,15,304.09,32189.63,7,549.41,0,Yes,1,0,2,1
32,F,77O4EDB,,0,01-06-2015,1,CID22478,Credit/Debit Card Offers,Both,Fiber_Optic,5:33:20,8,255.4,13608.16,16,524.52,1,Yes,1,2,2,1
55,F,PGZNTFI,City,0,15-03-2017,0,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,17:15:17,12,488.0,20417.72,10,656.21,0,Yes,0,1,2,1
21,F,F8K7EN7,City,0,05-11-2015,0,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Mobile_Data,23:58:49,13,39.62,46139.37,16,673.05,1,No,0,1,2,1
12,M,QBAFDF0,Town,0,24-10-2017,1,CID28912,Gift Vouchers/Coupons,Desktop,Wi-Fi,13:09:11,17,110.59,12478.19,21,671.23,0,Yes,1,2,2,1
58,F,GOWBPNN,Town,3,18-08-2017,1,xxxxxxxx,Without Offers,Both,Fiber_Optic,6:02:07,6,1600.12,15610.96,13,725.74,0,Yes,1,3,2,0
23,F,DMOR4O2,Town,1,06-08-2015,0,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Wi-Fi,22:44:19,9,54.12,24610.29,10,653.38,0,Yes,1,3,2,1
26,M,UG6BJYB,,2,09-10-2016,1,CID49989,Credit/Debit Card Offers,Desktop,Wi-Fi,12:06:41,9,55.29,12574.16,18,633.64,0,Yes,0,1,2,1
16,M,KBXFNYG,City,3,01-05-2017,1,CID24314,Without Offers,Desktop,Fiber_Optic,12:54:24,26,936.34,30998.94,29,778.24,1,Yes,1,4,1,0
17,M,8GD5YKQ,Town,2,22-01-2016,0,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,11:32:52,6,352.25,31444.17,10,668.44,1,Yes,1,2,2,1
11,M,O0NVW37,City,5,21-05-2015,0,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,11:54:05,18,128.93,66961.7,19,765.97,0,Yes,0,1,0,0
44,M,QWFR1F0,City,3,13-12-2017,1,CID17367,Credit/Debit Card Offers,Smartphone,Fiber_Optic,10:19:46,20,38.56,16717.72,28,550.1900866,1,No,1,3,2,0
16,F,6GPTGHP,Town,3,01-10-2016,0,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,13:39:55,7,220.07,45054.8,12,623.93,1,Yes,0,1,2,1
30,F,N7UVJCM,City,0,07-07-2017,1,xxxxxxxx,Gift Vouchers/Coupons,?,Wi-Fi,16:29:15,21,31.66,5643.14,11,711.22,0,Yes,0,1,2,0
17,F,AEJYFYL,Town,2,07-06-2016,1,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,0:57:31,9,1053.12,15799.78,28,945.4319714,1,Yes,1,2,2,0
35,M,ORIWFX9,City,3,11-07-2017,1,CID31628,Gift Vouchers/Coupons,Both,Mobile_Data,8:54:18,11,263.58,34046.4,9,649.88,1,No,0,1,2,1
58,F,9RLQNSH,Town,1,07-03-2016,0,xxxxxxxx,Credit/Debit Card Offers,?,Mobile_Data,18:00:22,15,120.5,4165.97,17,694.31,1,No,0,1,2,1
38,M,HLOAGZN,,1,04-04-2016,0,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,21:56:37,2,392.09,13706.85,7,1176.200422,1,No,0,1,2,1
21,M,YEQQD8L,Town,4,20-09-2015,0,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,20:16:00,9,164.87,49628.7,15,188.1924469,1,No,0,1,2,0
48,M,D0U8LVD,,3,17-10-2017,0,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,7:31:07,15,850.5036092,17373.46,13,657.12,0,Yes,1,3,2,1
38,M,NZIC7MG,Village,0,10-06-2015,0,xxxxxxxx,Without Offers,Desktop,Mobile_Data,19:18:50,11,376.93,31089.9,25,1071.824763,1,No,1,2,1,1
12,F,USG1LRO,City,0,09-07-2016,1,CID41164,Without Offers,Both,Fiber_Optic,0:27:18,13,619.2,44015.54,9,826.4263584,1,Yes,0,1,2,1
34,F,2363Q5M,Town,2,30-05-2016,0,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,1:14:04,5,165.92,46167.97,23,661.83,0,Yes,0,1,1,1
15,M,XBODOGY,Town,2,20-04-2016,1,CID30063,Gift Vouchers/Coupons,Smartphone,Mobile_Data,8:48:39,14,766.04,44858.07,18,689.99,1,Yes,0,1,2,1
23,M,CDCNVB2,,2,20-05-2015,0,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,9:37:53,23,1000.987122,45893.91,14,633.41,1,No,1,4,1,1
55,M,33IA08M,Town,5,21-09-2017,1,CID4140,Without Offers,Smartphone,Mobile_Data,8:31:51,7,792.59,44496.31,19,741.71,1,No,0,1,2,0
59,F,OOVLXOQ,Town,5,08-08-2015,1,CID19181,Gift Vouchers/Coupons,Desktop,Wi-Fi,4:58:19,12,629.37,23602.1,11,742.41,1,Yes,0,1,2,0
50,M,XE5HS3F,Town,0,04-09-2015,1,CID63864,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,22:00:15,22,56.28,6124.94,15,561.78,0,Yes,0,1,2,1
48,F,WK5FO8X,City,1,08-10-2016,1,CID12788,Credit/Debit Card Offers,Smartphone,Mobile_Data,20:42:53,20,200.46,40236.57,21,647.61,1,No,0,1,1,1
23,F,20FMCRX,City,0,02-11-2015,1,CID31932,Without Offers,Smartphone,Mobile_Data,20:11:05,16,1262.444589,12163.94,11,677.29,1,No,0,1,2,1
33,M,TOA1V9G,City,4,03-11-2016,0,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Mobile_Data,1:51:19,20,260.92,70639.99,-5.339638902,760.54,0,Yes,0,1,0,0
49,M,P3J1T89,Town,0,23-11-2015,1,CID21962,Without Offers,Smartphone,Wi-Fi,4:43:09,15,30.58,38036.67,29,636.43,1,No,1,2,2,1
56,F,LTU84Z8,Village,0,17-12-2017,1,CID33512,Without Offers,Smartphone,Fiber_Optic,22:20:45,11,177.42,6280.96,20,578.69,1,No,1,0,1,1
32,F,QK6FF63,City,0,27-02-2016,1,CID43979,Gift Vouchers/Coupons,Desktop,Wi-Fi,6:53:53,15,33.77,32673.05,21,529.02,0,Yes,0,1,1,1
52,M,ZGMUIIB,Village,3,13-05-2016,0,xxxxxxxx,Without Offers,Desktop,Wi-Fi,23:24:53,15,33.5,50085.74,4,1242.200999,0,Yes,0,1,0,0
16,M,LUOQ29J,Town,0,30-12-2016,1,CID60578,Credit/Debit Card Offers,Smartphone,Wi-Fi,15:39:51,8,62.53,23123.43,22,524.34,1,No,0,1,2,1
48,F,04HL3DY,Village,1,22-11-2015,1,CID10163,Credit/Debit Card Offers,Smartphone,Mobile_Data,10:58:27,15,583.96,38477.8,13,608.37,1,No,0,1,1,1
61,M,EWKOKT8,City,4,17-07-2017,0,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Mobile_Data,6:16:06,9,315.37,28202.86,19,778.62,1,No,0,1,2,0
33,F,TKBQI3G,Town,1,07-05-2016,1,CID55094,Without Offers,Smartphone,Wi-Fi,21:13:44,14,146.24,2203.18,15,301.5444844,0,Yes,1,3,1,1
22,M,LGTEN2N,City,0,11-08-2016,1,CID46334,Gift Vouchers/Coupons,Desktop,Wi-Fi,4:45:08,20,103.51,21574.0,5,414.2461508,0,Yes,1,3,2,1
10,F,OQA685G,Village,2,16-02-2016,0,xxxxxxxx,Without Offers,?,Fiber_Optic,14:00:49,12,142.34,38249.21,23,1078.760958,1,No,1,4,1,1
12,M,V9UQEYQ,City,0,05-02-2016,1,CID14260,Credit/Debit Card Offers,Desktop,Mobile_Data,7:34:25,14,86.25,31792.97,9,1098.600851,0,Yes,1,0,2,1
12,M,L30J789,Town,0,19-04-2017,0,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,7:44:03,8,122.17,12440.72,5,677.35,0,Yes,1,0,2,1
45,F,BJ3F5CH,Town,0,20-07-2017,1,CID53947,Without Offers,Smartphone,Wi-Fi,3:49:34,6,1482.53,13626.01,23,555.38,1,Yes,0,1,1,1
25,M,W3NSYTC,City,4,11-01-2017,1,CID60395,Credit/Debit Card Offers,Smartphone,Wi-Fi,4:53:43,24,31.84,11412.83,53.5713734,703.86,1,No,1,3,2,0
20,F,DPBJ9LG,,3,01-02-2015,1,CID18157,Credit/Debit Card Offers,Smartphone,Fiber_Optic,23:58:28,12,30.36,46548.07,15,723.0,0,Yes,1,4,2,0
13,M,DD3Q6FB,City,2,21-03-2016,0,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,7:23:53,4,150.97,85750.12,6,785.69,1,No,0,1,0,0
47,F,72FNQEU,Town,5,09-09-2016,0,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,2:23:58,2,163.43,5843.93,5,754.32,0,Yes,1,0,2,0
60,M,JVZWW7F,City,4,08-06-2017,0,xxxxxxxx,Gift Vouchers/Coupons,?,Wi-Fi,21:29:07,8,95.89,27327.38,15,754.13,0,Yes,1,4,2,0
10,F,BQNNOW0,,0,11-06-2016,1,CID28414,Without Offers,Smartphone,Wi-Fi,0:45:28,13,134.41,34007.44,12,420.2522345,0,Yes,1,2,2,1
44,M,K86BRHQ,Town,5,24-07-2016,0,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,10:22:33,21,34.97,14545.9,8,360.5824643,1,No,1,4,2,0
17,M,HQ77Y5F,Village,2,07-11-2016,0,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,4:19:51,3,349.92,25966.98,9,659.95,1,No,0,1,2,1
33,M,H1HTE6N,,4,03-09-2017,1,CID54071,Credit/Debit Card Offers,Desktop,Mobile_Data,14:13:44,20,42.03,33959.9,8,831.1,0,Yes,1,4,0,0
16,F,T4Z6TNW,City,2,05-05-2017,1,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,12:40:18,13,47.22,15403.3,19,672.15,0,Yes,0,1,2,1
52,F,MW7AZ09,City,1,27-11-2017,1,CID21810,Credit/Debit Card Offers,Smartphone,Wi-Fi,13:47:28,9,502.02,28024.35,8,1161.057661,0,Yes,1,2,2,1
54,F,ZSTLZ2E,City,5,20-03-2016,1,CID63224,Without Offers,?,Wi-Fi,11:26:28,23,59.08,36440.91,15,1638.27558,1,No,0,1,2,0
18,F,3KJBJZ7,Town,0,22-07-2016,1,CID31262,Without Offers,Smartphone,Mobile_Data,21:16:40,17,200.63,21330.47,22,661.3,0,Yes,0,1,1,1
59,M,UBDOE5W,Town,5,12-12-2016,0,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,6:54:54,14,1431.646546,56989.08,7,727.58,1,No,1,4,0,0
51,F,O939G11,City,4,01-08-2016,1,CID21667,Without Offers,?,Wi-Fi,11:41:59,8,32.25,8879.1,24,796.24,1,No,1,0,2,0
18,M,5RETX99,Town,3,16-08-2015,0,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,9:23:28,21,260.08,15097.46,11,773.63,1,No,0,1,2,0
52,M,8BIS3LY,,2,02-08-2015,0,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,9:28:53,16,401.93,60639.1,11,797.27,0,Yes,1,2,0,0
49,M,MFEOCSL,City,0,05-07-2017,0,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Mobile_Data,13:49:25,9,76.11,28870.14,28,683.65,1,No,1,0,2,1
15,M,J5J3ZH7,,0,30-03-2017,1,CID2958,Without Offers,Desktop,Wi-Fi,23:17:12,15,81.06,6382.96,24,608.84,1,No,0,1,2,1
41,F,8LKPORX,Town,4,03-06-2015,0,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Mobile_Data,1:37:06,10,1110.189531,49615.92,24,786.64,1,No,1,2,2,0
25,F,7L3N4HW,Town,0,21-12-2015,0,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,21:10:13,8,305.27,28019.96,7,608.54,1,No,0,1,2,1
36,F,PI814PZ,City,3,25-06-2017,1,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,12:23:18,24,563.3,38221.0,10,1296.669481,0,Yes,1,2,2,0
16,F,F3MXJED,Village,0,20-12-2017,0,xxxxxxxx,Credit/Debit Card Offers,Both,Fiber_Optic,2:38:31,7,237.14,5061.41,10,989.9731931,1,Yes,0,1,2,1
30,M,3T5RRXV,Town,2,17-12-2016,1,CID35031,Gift Vouchers/Coupons,Smartphone,Wi-Fi,8:49:31,2,58.85,46895.72,16,792.09,0,Yes,1,4,2,0
48,M,KVXUBQO,,3,12-10-2017,1,CID36295,Credit/Debit Card Offers,Desktop,Fiber_Optic,13:47:40,14,31.26,48481.64,17,717.55,0,Yes,0,1,1,1
30,F,DPQD37D,,3,19-12-2015,0,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,21:07:26,16,1299.679599,22290.86,28,638.96,0,Yes,1,2,2,1
49,M,DCICECJ,City,0,18-01-2017,1,CID29192,Credit/Debit Card Offers,Smartphone,Fiber_Optic,11:23:56,13,150.91,17129.53,15,639.82,0,Yes,1,0,2,1
36,F,7QQDW9I,Town,0,12-04-2016,0,xxxxxxxx,Credit/Debit Card Offers,?,Mobile_Data,14:00:00,15,479.45,25392.94,11,587.23,1,No,0,1,1,1
29,M,62JGFV8,City,1,19-07-2017,0,xxxxxxxx,Without Offers,Desktop,Wi-Fi,20:41:14,19,43.5,14431.86,27,686.86,1,No,0,1,2,1
38,F,Z3OEL8F,City,0,10-06-2017,1,CID33054,Gift Vouchers/Coupons,?,Mobile_Data,17:20:10,11,552.61,20308.23,28,615.9,1,No,1,4,2,1
46,M,OHGN6CD,Town,3,01-07-2015,0,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,5:46:03,20,393.41,15462.29,8,747.11,0,Yes,1,0,1,0
60,F,P169L14,City,2,28-11-2016,0,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,16:49:48,5,95.02,11757.89,6,750.89,1,No,0,1,2,0
61,F,VABORTJ,City,5,27-07-2016,1,CID16277,Gift Vouchers/Coupons,Desktop,Wi-Fi,2:20:24,25,50.63,97688.49,17,292.5686807,1,No,1,2,0,0
56,F,YKVADVN,Town,3,10-02-2016,1,CID63709,Gift Vouchers/Coupons,Desktop,Wi-Fi,3:07:00,12,34.08,34687.38,15,717.96,0,Yes,0,1,0,0
41,M,ZMSJPAY,City,1,24-10-2016,0,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,0:17:26,16,34.82,33188.16,27,367.6930211,0,Yes,1,3,2,1
29,F,9KFLYZB,Town,5,25-04-2017,0,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,14:25:24,6,201.06,8436.67,6,1071.243322,1,No,1,2,0,0
28,M,PQZTYSQ,City,2,19-10-2016,1,CID62016,Gift Vouchers/Coupons,Both,Fiber_Optic,18:27:24,16,348.67,38427.15,29,700.81,1,No,1,4,2,0
56,F,Q0LQ2P9,Town,1,22-08-2015,0,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,21:32:54,14,42.78,43391.4,28,436.0883338,1,No,1,3,2,1
43,F,WU58Y9L,Town,3,01-05-2016,0,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,18:31:07,21,33.37,36894.82,18,701.81,0,Yes,0,1,2,0
28,F,O5A04SI,,2,19-05-2017,0,xxxxxxxx,Gift Vouchers/Coupons,Both,Wi-Fi,13:52:07,20,222.09,19368.12,45.3190613,629.83,1,No,1,0,2,1
60,F,WELBZTU,Town,0,21-05-2015,1,CID49599,Credit/Debit Card Offers,Desktop,Mobile_Data,19:36:19,16,101.56,5132.55,16,621.96,0,Yes,1,4,2,1
35,F,L1YFUWS,City,0,28-05-2015,0,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,16:08:51,9,37.59,28432.23,29,631.14,0,Yes,1,4,2,1
21,M,4KW3H5H,City,3,02-10-2015,1,CID13098,Credit/Debit Card Offers,?,Mobile_Data,21:38:46,17,33.88,43649.07,11,777.37,0,Yes,1,0,2,0
64,M,ER5D5N7,Village,4,16-05-2017,1,CID18008,Gift Vouchers/Coupons,?,Mobile_Data,20:05:18,3,327.42,1063.13,8,755.68,1,No,1,0,1,0
39,M,18OSPOO,Town,1,16-11-2016,0,xxxxxxxx,Without Offers,?,Mobile_Data,3:30:40,8,417.99,37839.02,16,654.7996673,0,Yes,0,1,1,1
54,F,JZNSL0W,City,1,13-12-2017,0,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,6:46:04,4,80.78,19793.69,18,676.01,0,Yes,0,1,2,1
36,F,ZOV5LAE,Town,1,26-03-2017,1,CID63769,Gift Vouchers/Coupons,Smartphone,Wi-Fi,9:19:58,16,119.69,48054.16,20,606.57,0,Yes,1,3,1,1
55,M,T0A8EI8,Town,2,27-07-2015,0,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,15:27:00,15,156.18,14801.69,12,645.38,0,Yes,1,3,2,1
24,F,OLCRPN8,Village,3,17-08-2017,1,xxxxxxxx,Without Offers,Desktop,Wi-Fi,2:43:09,19,58.11,7232.66,8,673.32,0,Yes,0,1,2,1
35,M,30RPCGO,Town,0,22-06-2015,1,CID24013,Credit/Debit Card Offers,Smartphone,Wi-Fi,20:48:59,10,495.46,26812.57,17,538.4,1,Yes,1,2,2,1
23,F,94OGPW9,Town,2,16-01-2015,0,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,23:41:04,17,378.32,6289.63,29,717.0,0,Yes,0,1,2,1
47,M,EILBQGP,City,4,16-08-2015,1,xxxxxxxx,Without Offers,?,Mobile_Data,0:13:02,15,826.23,7263.2,15,741.78,1,Yes,1,2,2,0
30,M,19ZN4CH,City,5,15-02-2015,1,CID17765,Credit/Debit Card Offers,Smartphone,Mobile_Data,7:59:50,17,512.86,84959.24,19,759.74,0,Yes,0,1,0,0
29,M,ZE43TWJ,City,0,14-09-2017,1,xxxxxxxx,Gift Vouchers/Coupons,Both,Mobile_Data,9:59:36,12,523.17,48510.75,12,1203.6933,1,No,0,1,2,1
54,F,0EJB1JA,Village,0,13-10-2017,0,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,4:59:40,23,388.92,46687.09,20,951.6893163,0,Yes,1,0,2,1
57,F,47G4O8O,City,4,24-05-2015,0,xxxxxxxx,Without Offers,Desktop,Wi-Fi,3:05:21,12,400.2,32446.0,10,839.0,1,No,0,1,0,0
56,F,YLKCRJ8,Village,4,19-08-2016,0,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Mobile_Data,12:50:05,20,34.14,26613.52,25,708.39,0,Yes,1,4,2,0
33,M,AGO2MEE,,0,10-08-2015,1,CID39594,Without Offers,Desktop,Wi-Fi,7:18:17,10,30.91,32503.71,11,552.16,0,Yes,0,1,2,1
36,M,KM8J7QI,City,1,10-10-2015,0,xxxxxxxx,Without Offers,Desktop,Wi-Fi,7:44:09,15,186.4,26284.13,17,656.21,1,No,0,1,2,1
11,F,Y3YDQIH,Town,1,17-11-2015,1,CID60923,Gift Vouchers/Coupons,?,Fiber_Optic,7:35:45,11,1228.143729,2173.69,17,969.1398301,0,Yes,0,1,2,1
26,F,NTVRTSW,City,0,10-05-2017,1,CID13361,Without Offers,Desktop,Mobile_Data,1:41:05,12,652.19,26519.82,16,1466.43648,1,Yes,0,1,1,1
16,M,P0H0LPX,City,1,26-09-2016,1,CID56161,Without Offers,Smartphone,Mobile_Data,6:28:44,11,130.05,17513.69,29,535.24,0,Yes,1,4,2,1
23,M,U3WFVQZ,Town,2,29-07-2017,0,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,1:43:28,13,32.83,49711.44,26,485.0209578,0,Yes,0,1,2,0
25,F,G37PP74,City,4,02-03-2015,1,CID10241,Credit/Debit Card Offers,Desktop,Fiber_Optic,21:50:00,12,529.07,6325.37,23,744.6,1,No,1,4,2,0
16,M,LSOBASG,Village,1,26-06-2015,0,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,21:36:20,7,47.18,2242.41,14,667.44,0,Yes,0,1,2,1
60,F,V70K7K4,,1,05-11-2016,1,CID30788,Without Offers,Both,Wi-Fi,6:30:06,4,507.58,34469.26,13,651.69,1,Yes,0,1,1,1
44,M,0EG30XV,City,3,12-03-2017,1,CID62572,Gift Vouchers/Coupons,?,Wi-Fi,7:19:50,13,96.76,31096.42,16,794.75,0,Yes,0,1,0,0
20,F,Z3XHO8Q,City,3,10-11-2016,0,xxxxxxxx,Credit/Debit Card Offers,?,Mobile_Data,1:03:32,13,171.79,16554.99,12,777.01,0,Yes,0,1,2,0
22,F,8Z0GW27,City,3,02-08-2016,1,CID3401,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,12:22:00,3,2732.7,79718.85,5,824.45,1,Yes,1,3,0,0
19,F,HF9AKSB,City,2,27-01-2017,1,CID33810,Gift Vouchers/Coupons,Desktop,Mobile_Data,2:57:26,14,213.38,14581.71,18,713.31,1,Yes,0,1,2,0
40,M,F75PAFR,,0,10-09-2015,1,CID57021,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,17:46:25,13,77.19,24873.42,20,696.24,1,No,0,1,2,1
52,M,3OQSHQI,Town,4,07-12-2016,1,CID23246,Gift Vouchers/Coupons,Smartphone,Wi-Fi,10:06:41,21,30.48,1911.99,22,745.75,1,No,1,0,2,0
39,F,KRP5KZX,Town,1,22-04-2017,0,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,1:51:14,21,186.03,2353.19,22,675.41,1,No,0,1,1,1
20,F,VEIFRGC,Village,4,22-07-2015,0,xxxxxxxx,Gift Vouchers/Coupons,Both,Mobile_Data,23:25:49,20,257.51,26394.03,11,792.01,0,Yes,0,1,0,0
16,M,I0TP1M2,City,5,12-10-2017,0,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Wi-Fi,4:11:00,7,280.15,61874.77,4,774.36,0,Yes,1,3,0,0
17,F,JV1I8IF,Town,0,14-01-2017,1,CID40236,Credit/Debit Card Offers,Smartphone,Wi-Fi,7:30:24,20,69.38,1062.77,24,699.24,1,No,1,2,2,1
37,F,QW8S16R,Town,1,29-10-2016,1,CID10731,Without Offers,Smartphone,Wi-Fi,18:13:08,13,66.03,46020.2,29,529.86,0,Yes,0,1,2,1
49,F,ITDY1DO,Town,1,18-09-2016,0,xxxxxxxx,,Smartphone,Mobile_Data,17:00:03,24,31.93,24009.29,6,618.05,1,No,1,0,2,1
36,M,2Q9KRR1,City,1,14-03-2016,1,CID17468,Gift Vouchers/Coupons,Desktop,Fiber_Optic,1:26:42,23,125.03,10994.22,20,1147.987633,1,No,0,1,1,1
59,F,V3UZSK5,Village,3,25-09-2015,0,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,0:54:37,21,228.5,9071.32,8,703.79,1,No,0,1,2,0
17,M,LFWH0IP,City,2,13-01-2015,1,CID25765,Without Offers,Both,Wi-Fi,6:46:11,4,406.37,14837.87,19,742.51,0,Yes,0,1,2,0
48,M,WD8PYJ6,Village,3,23-01-2016,0,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Mobile_Data,4:03:32,14,160.61,90796.23,3,823.46,0,Yes,1,4,0,0
47,M,948B4WZ,Town,2,12-06-2016,1,CID13189,Credit/Debit Card Offers,Desktop,Fiber_Optic,4:17:07,14,247.55,40684.25,20,701.81,1,Yes,0,1,2,0
17,M,M6KFKIN,,5,05-10-2017,0,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,13:52:45,12,164.74,41722.86,22,728.0,1,No,1,3,1,0
21,M,TSOYO3H,,3,14-09-2016,1,CID16421,Without Offers,Smartphone,Mobile_Data,7:03:43,21,49.24,49946.91,18,694.15,1,No,1,4,2,1
51,M,T18BBSW,City,4,23-08-2017,0,xxxxxxxx,Without Offers,Desktop,Wi-Fi,18:46:54,18,55.0,8502.47,22,786.6,0,Yes,0,1,2,0
59,F,K6P6NYI,Town,3,10-01-2017,0,xxxxxxxx,Without Offers,?,Mobile_Data,6:56:08,15,88.48,33724.01,22,941.4586065,1,No,0,1,2,0
54,M,QARH8JT,City,3,09-04-2017,0,xxxxxxxx,Without Offers,?,Wi-Fi,19:47:55,6,94.98,29217.32,13,702.21,0,Yes,1,0,2,0
24,M,VXZV1O3,Village,4,17-08-2016,1,CID7943,,?,Wi-Fi,18:51:20,1,215.35,65188.06,8,778.26,0,Yes,0,1,0,0
27,M,IMYUGS9,City,4,17-06-2017,0,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,18:27:29,10,308.34,96015.22,4,815.96,1,No,0,1,0,0
17,M,UG0O8TB,Town,1,22-07-2017,1,CID27956,Gift Vouchers/Coupons,Both,Wi-Fi,10:02:07,8,1512.6,15911.62,16,586.72,1,No,0,1,2,1
